Affiliations                                 	   Record Count	      % of 10,494
UNIVERSITAS ANDALAS                          	              1	     0.010
UNIVERSITAS HASANUDDIN                       	              1	     0.010
UNIVERSITAS KATOLIK PARAHYANGAN              	              1	     0.010
UNIVERSITAS NEGERI MALANG                    	              1	     0.010
UNIVERSITAS PADJADJARAN                      	              1	     0.010
UNIVERSITAS TADULAKO                         	              1	     0.010
UNIVERSITAT DE LLEIDA                        	              1	     0.010
UNIVERSITAT JAUME I                          	              1	     0.010
UNIVERSITAT KASSEL                           	              1	     0.010
UNIVERSITE D ARTOIS                          	              1	     0.010
UNIVERSITE DE BOURGOGNE                      	              1	     0.010
UNIVERSITE DE CAEN NORMANDIE                 	              1	     0.010
UNIVERSITE DE CARTHAGE                       	              1	     0.010
UNIVERSITE DE ORLEANS                        	              1	     0.010
UNIVERSITE DE PICARDIE JULES VERNE UPJV      	              1	     0.010
UNIVERSITE DE POITIERS                       	              1	     0.010
UNIVERSITE DE RENNES                         	              1	     0.010
UNIVERSITE PARIS 13                          	              1	     0.010
UNIVERSITE PARIS EST CRETEIL VAL DE MARNE UPE	              1	     0.010
C                                            	               	          
UNIVERSITE SAAD DAHLAB DE BLIDA              	              1	     0.010
UNIVERSITETET I STAVANGER                    	              1	     0.010
UNIVERSITETI I PRISHTINES                    	              1	     0.010
UNIVERSITY CAMPUS BIO MEDICO ROME ITALY      	              1	     0.010
UNIVERSITY OF ALASKA ANCHORAGE               	              1	     0.010
UNIVERSITY OF ALASKA SYSTEM                  	              1	     0.010
UNIVERSITY OF AMSTERDAM                      	              1	     0.010
UNIVERSITY OF BABYLON                        	              1	     0.010
UNIVERSITY OF BASILICATA                     	              1	     0.010
UNIVERSITY OF BASRAH                         	              1	     0.010
UNIVERSITY OF BERGAMO                        	              1	     0.010
UNIVERSITY OF BISHA                          	              1	     0.010
UNIVERSITY OF BOLTON                         	              1	     0.010
UNIVERSITY OF BONN                           	              1	     0.010
UNIVERSITY OF BRIDGEPORT                     	              1	     0.010
UNIVERSITY OF BUCHAREST                      	              1	     0.010
UNIVERSITY OF CALABAR                        	              1	     0.010
UNIVERSITY OF CALIFORNIA SAN FRANCISCO       	              1	     0.010
UNIVERSITY OF CAMERINO                       	              1	     0.010
UNIVERSITY OF CAPE COAST                     	              1	     0.010
UNIVERSITY OF CAPE TOWN                      	              1	     0.010
UNIVERSITY OF CHEMICAL TECHNOLOGY METALLURGY 	              1	     0.010
BULGARIA                                     	               	          
UNIVERSITY OF CHEMISTRY TECHNOLOGY PRAGUE    	              1	     0.010
UNIVERSITY OF COLOMBO                        	              1	     0.010
UNIVERSITY OF DANANG                         	              1	     0.010
UNIVERSITY OF DETROIT MERCY                  	              1	     0.010
UNIVERSITY OF EASTERN FINLAND                	              1	     0.010
UNIVERSITY OF ENGINEERING TECHNOLOGY LAHORE  	              1	     0.010
UNIVERSITY OF ENGINEERING TECHNOLOGY TAXILA  	              1	     0.010
UNIVERSITY OF FOOD TECHNOLOGY BULGARIA       	              1	     0.010
UNIVERSITY OF GDANSK                         	              1	     0.010
UNIVERSITY OF GHANA                          	              1	     0.010
UNIVERSITY OF GRAZ                           	              1	     0.010
UNIVERSITY OF GREENWICH                      	              1	     0.010
UNIVERSITY OF GUELPH                         	              1	     0.010
UNIVERSITY OF HAWAII MANOA                   	              1	     0.010
UNIVERSITY OF HAWAII SYSTEM                  	              1	     0.010
UNIVERSITY OF HEALTH REHABILITATION SCIENCES 	              1	     0.010
UNIVERSITY OF HOUSTON VICTORIA               	              1	     0.010
UNIVERSITY OF HULL                           	              1	     0.010
UNIVERSITY OF INDONESIA                      	              1	     0.010
UNIVERSITY OF INNSBRUCK                      	              1	     0.010
UNIVERSITY OF JAN EVANGELISTA PURKYNE        	              1	     0.010
UNIVERSITY OF KARACHI                        	              1	     0.010
UNIVERSITY OF KASHMIR                        	              1	     0.010
UNIVERSITY OF KENT                           	              1	     0.010
UNIVERSITY OF KERBALA                        	              1	     0.010
UNIVERSITY OF KWAZULU NATAL                  	              1	     0.010
UNIVERSITY OF L AQUILA                       	              1	     0.010
UNIVERSITY OF LIFE SCIENCES IN LUBLIN        	              1	     0.010
UNIVERSITY OF MADRAS                         	              1	     0.010
UNIVERSITY OF MALTA                          	              1	     0.010
UNIVERSITY OF MAURITIUS                      	              1	     0.010
UNIVERSITY OF MEMPHIS                        	              1	     0.010
UNIVERSITY OF MESSINA                        	              1	     0.010
UNIVERSITY OF MICHIGAN FLINT                 	              1	     0.010
UNIVERSITY OF MIYAZAKI                       	              1	     0.010
UNIVERSITY OF MONTANA                        	              1	     0.010
UNIVERSITY OF MONTANA SYSTEM                 	              1	     0.010
UNIVERSITY OF NEBRASKA MEDICAL CENTER        	              1	     0.010
UNIVERSITY OF NEW ENGLAND                    	              1	     0.010
UNIVERSITY OF NIGERIA                        	              1	     0.010
UNIVERSITY OF NIS                            	              1	     0.010
UNIVERSITY OF NORTH CAROLINA CHARLOTTE       	              1	     0.010
UNIVERSITY OF NOTTINGHAM MALAYSIA            	              1	     0.010
UNIVERSITY OF NOVI SAD                       	              1	     0.010
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER	              1	     0.010
UNIVERSITY OF OSTRAVA                        	              1	     0.010
UNIVERSITY OF PADERBORN                      	              1	     0.010
UNIVERSITY OF PANNONIA                       	              1	     0.010
UNIVERSITY OF PARDUBICE                      	              1	     0.010
UNIVERSITY OF PECS                           	              1	     0.010
UNIVERSITY OF PHAYAO                         	              1	     0.010
UNIVERSITY OF PLYMOUTH                       	              1	     0.010
UNIVERSITY OF PORTSMOUTH                     	              1	     0.010
UNIVERSITY OF PRIMORSKA                      	              1	     0.010
UNIVERSITY OF QOM                            	              1	     0.010
UNIVERSITY OF QUEBEC CHICOUTIMI              	              1	     0.010
UNIVERSITY OF RHODE ISLAND                   	              1	     0.010
UNIVERSITY OF RIJEKA                         	              1	     0.010
UNIVERSITY OF SALFORD                        	              1	     0.010
UNIVERSITY OF SCIENCE TECHNOLOGY OF MAZANDARA	              1	     0.010
N                                            	               	          
UNIVERSITY OF SIENA                          	              1	     0.010
UNIVERSITY OF SULIMANYAH                     	              1	     0.010
UNIVERSITY OF SUNDERLAND                     	              1	     0.010
UNIVERSITY OF TABUK                          	              1	     0.010
UNIVERSITY OF TARTU                          	              1	     0.010
UNIVERSITY OF TASMANIA                       	              1	     0.010
UNIVERSITY OF TEXAS AT SAN ANTONIO UTSA      	              1	     0.010
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT 	              1	     0.010
SAN ANTONIO                                  	               	          
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER HOU	              1	     0.010
STON                                         	               	          
UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON 	              1	     0.010
UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENT	              1	     0.010
ER DALLAS                                    	               	          
UNIVERSITY OF THE FREE STATE                 	              1	     0.010
UNIVERSITY OF THE PHILIPPINES DILIMAN        	              1	     0.010
UNIVERSITY OF THE PHILIPPINES SYSTEM         	              1	     0.010
UNIVERSITY OF TRANSPORT COMMUNICATIONS UTC   	              1	     0.010
UNIVERSITY OF TURKU                          	              1	     0.010
UNIVERSITY OF WARITH ALANBIYAA               	              1	     0.010
UNIVERSITY OF WEST ENGLAND                   	              1	     0.010
UNIVERSITY OF WESTERN AUSTRALIA              	              1	     0.010
UNIVERSITY OF WESTMINSTER                    	              1	     0.010
UNIVERSITY OF WISCONSIN EAU CLAIRE           	              1	     0.010
UNIVERSITY OF WOLVERHAMPTON                  	              1	     0.010
UNIVERSITY OF ZARAGOZA                       	              1	     0.010
UNIVERSITY OSNABRUCK                         	              1	     0.010
UNIVERSITY SCIENCE TECHNOLOGY HOUARI BOUMEDIE	              1	     0.010
NE                                           	               	          
UNIVERSITY SRI JAYEWARDENEPURA               	              1	     0.010
UNIVERSITY ZURICH HOSPITAL                   	              1	     0.010
UNIWERSYTET ADAMA MICKIEWICZA POZNANIU       	              1	     0.010
UPSHER SMITH LABS INC                        	              1	     0.010
URAL FEDERAL UNIVERSITY                      	              1	     0.010
URMIA UNIVERSITY                             	              1	     0.010
URMIA UNIVERSITY OF MEDICAL SCIENCES         	              1	     0.010
US ARMY COMBAT CAPABIL DEV COMMAND           	              1	     0.010
US ARMY COMBAT CAPABIL DEV COMMAND ARMAMENTS 	              1	     0.010
CTR                                          	               	          
US ARMY COMBAT CAPABIL DEV COMMAND ARMY RES L	              1	     0.010
AB SO                                        	               	          
US NAVY NAVAL AIR SYSTEMS COMMAND            	              1	     0.010
US NAVY NAVAL SEA SYSTEMS COMMAND            	              1	     0.010
USA                                          	              1	     0.010
UTAH STATE UNIVERSITY                        	              1	     0.010
UTN                                          	              1	     0.010
UTTARA UNIVERSITY                            	              1	     0.010
UTTARAKHAND TECHNICAL UNIVERSITY             	              1	     0.010
